Title,Video_length,Video_link,Likes,Views,Publish_date,Comments,Video_length_seconds
"2-Phased Strategy for IIT JEE 2024 Aspirants| Reorganize, Recalibrate your JEE Prep by Mohit Tyagi",23:22,https://www.youtube.com/watch?v=oAkvFRjPYH8,2203,45562,2023-07-09,246,1402
New Online Batches Announcement | Target : IIT-JEE : 2024/2025 | Team Competishun,02:25,https://www.youtube.com/watch?v=OarV0wVedkw,266,204827,2023-07-03,78,145
Ranker's Batch Offline @ Jaipur | Target - IIT-JEE - 2024 | Team Competishun,03:49,https://www.youtube.com/watch?v=QqsCJpQ_L_g,155,65057,2023-07-01,21,229
Launch of India's biggest Free Lab | Inauguration Video | Jaipur Centre,02:04,https://www.youtube.com/watch?v=WtmJKp2Ib74,304,8440,2023-06-29,46,124
My-Praveen XI - Hybrid Lane | Batch Announcement | IIT-JEE-2024 | Team Competishun,03:42,https://www.youtube.com/watch?v=HQsWbxkVArU&pp=0gcJCYsJAYcqIYzv,904,465270,2023-06-24,77,222
Ranker's Batch Offline @ Jaipur | Batch Announcement | Target : IIT-JEE - 2024 | Team Competishun,24:27:00,https://www.youtube.com/watch?v=2JmkqAo8igw,1153,482614,2023-06-23,77,88020
Competishun Rocks | Undisputed Leader of JEE Advanced 3rd time in a Row | Power of Real Gurus,00:38,https://www.youtube.com/watch?v=9EnP4LRLqvM,432,11909,2023-06-21,81,38
JEE Rank V/s College Predictor | JOSAA Counselling 2023 | Team Competishun,06:25,https://www.youtube.com/watch?v=rxyLveblPg4,309,10242,2023-06-20,120,385
JoSAA Choice Filling 2023! | Complete Procedure Step by Step | Team Competishun,04:07,https://www.youtube.com/watch?v=zFpu3fDluCM,271,12511,2023-06-19,48,247
Who Must NOT TAKE A DROP For JEE 2024 | Important Information By ALK Sir,04:24,https://www.youtube.com/watch?v=HAR23j6S1rU,474,13274,2023-06-15,116,264
JOSAA - 2023 COUNSELLING | COMPLETE PROCEDURE | ABJ SIR | TEAM COMPETISHUN,51:22:00,https://www.youtube.com/watch?v=QhjN6cTkkms,2811,76327,2023-06-10,441,184920
Announcement for My-PRAVEEN-X FAST LANE Batch for Class 12th Passed Students | Target IIT-JEE 2024,51:02:00,https://www.youtube.com/watch?v=w7zKUVKmHA0,3270,1533568,2023-06-09,126,183720
JEE ADVANCED 2023 PHYSICS SOLUTIONS PAPER 2 | TEAM COMPETISHUN,01:17:33,https://www.youtube.com/watch?v=Dm7bDuyp7bw,213,11164,2023-06-07,34,4653
Announcement for PRAVEEN-FAST LANE OFFLINE for Class 12th Passed Students | Target IIT- JEE 2024,03:20,https://www.youtube.com/watch?v=qNIZPtHCwSY,134,454670,2023-06-07,38,200
JEE ADVANCED 2023 MATHEMATICS SOLUTIONS PAPER 2 | TEAM COMPETISHUN,01:35:32,https://www.youtube.com/watch?v=uW7F1URJybQ,208,10969,2023-06-07,17,5732
JEE ADVANCED 2023 CHEMISTRY SOLUTIONS PAPER 2 | TEAM COMPETISHUN,01:26:31,https://www.youtube.com/watch?v=ssUnTPTSJuw,149,6898,2023-06-07,5,5191
JEE ADVANCED 2023 CHEMISTRY SOLUTIONS PAPER 1 | TEAM COMPETISHUN,01:07:31,https://www.youtube.com/watch?v=W-l8bfx8iE8,167,8105,2023-06-06,12,4051
JEE ADVANCED 2023 MATHEMATICS SOLUTIONS PAPER 1 | TEAM COMPETISHUN,02:31:37,https://www.youtube.com/watch?v=HYC7nTq-WRA&pp=0gcJCYsJAYcqIYzv,469,23815,2023-06-06,41,9097
JEE ADVANCED 2023 PHYSICS SOLUTIONS PAPER 1 | TEAM COMPETISHUN,02:22:33,https://www.youtube.com/watch?v=smm0d3q6svY,258,10810,2023-06-05,26,8553
Announcement for PRAVEEN-IX Batch for Class 12th Passed Students | Target JEE Main/Advanced 2024,03:02,https://www.youtube.com/watch?v=2ZdV-lR_YvQ,462,139688,2023-06-05,67,182
All The Best For JEE ADVANCED - 2023 | Team Competishun,15:56,https://www.youtube.com/watch?v=zuGIoCJC7eQ,825,13959,2023-06-03,157,956
Statistics Advanced syllabus lecture | IIT JEE Advance 2023 Extra Topic by Mohit Tyagi,48:34:00,https://www.youtube.com/watch?v=zYB3nq6yP2c,746,29998,2023-06-02,92,174840
IMPOTANT UPDATE: CBSE Improvement Exam 2023 | Compartment | Private Candidate | ABJ Sir,05:30,https://www.youtube.com/watch?v=FVcJAPtAB5s,486,19581,2023-05-31,254,330
"🚀 MOST Effective, Personalized & Systematic OFFLINE BATCHES For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",21:56,https://www.youtube.com/watch?v=P3QF1fESZj0,1955,783075,2023-05-29,79,1316
JEE Advanced Admit Card 2023: Explained All IMPORTANT INSTRUCTIONS! | DOCUMENTS TO CARRY | ABJ Sir,06:48,https://www.youtube.com/watch?v=Xt77m80Pt5g,1219,43614,2023-05-29,314,408
10- DAMPED OSCILLATION | New Topic in JEE Advanced | Simple Harmonic Motion | IIT JEE Main Advanced,01:09:10,https://www.youtube.com/watch?v=6tN3A3yS0xs,1516,56281,2023-05-26,148,4150
🔥 JEE 2025: How To Start JEE 2025 Preparation? | A Complete Guide for Beginners to IITs | MT Sir,01:02:18,https://www.youtube.com/watch?v=u7tXE0URoCE,2200,504780,2023-05-25,110,3738
🔥Watch NOW or REGRET LATER! Top 21 Must-Know Questions Answered | JEE Main 2024 Preparation |ABJ Sir,38:00:00,https://www.youtube.com/watch?v=HD2sAVzxXo8,3139,1190939,2023-05-24,164,136800
🎉 Celebrating 3 Years of Success! 🎉 || 🎂 3rd Foundation Day || Team Competishun 🎉🥳🎊,01:14,https://www.youtube.com/watch?v=J5nsCsIM3SI,515,9732,2023-05-23,129,74
ORGANIC CHEMISTRY- Chapter Sequence For JEE 2024 Preparation | Chapter Plan For Repeaters | NS Sir,19:01,https://www.youtube.com/watch?v=BMmMGOXX9QA,2162,88013,2023-05-18,227,1141
🔥🔥 JEE 2025! 2 YEARS ROADMAP! | PERFECT Preparation STRATEGY🎯 | ABJ Sir,28:10:00,https://www.youtube.com/watch?v=bfuSZO_bIgU,866,150458,2023-05-17,77,101400
🚀 Announcing PRATHAM-IV Online Batch | X to XI Moving Students | JEE 2025 | ALK Sir,17:25,https://www.youtube.com/watch?v=-aZLmm3gFzM,629,249534,2023-05-16,25,1045
HOW TO PREPARE for IIT JEE from YouTube WITHOUT COACHING?| JEE 2024 |MATHS Chapter Plan For Droppers,39:37:00,https://www.youtube.com/watch?v=-5gkilxbEUs,6532,277772,2023-05-15,820,142620
🔥🔥🔥 Announcing PRAVEEN III OFFLINE | Droppers Batch | JEE 2024 Preparation | MT Sir,01:10:29,https://www.youtube.com/watch?v=qLKUMrPdoz0,912,364691,2023-05-14,78,4229
🚀 Announcing PRAVEEN VIII ONLINE | Droppers Batch | JEE 2024 Preparation | MT Sir,01:27:14,https://www.youtube.com/watch?v=t8AOQF5Ff6c,699,129959,2023-05-13,139,5234
Should I QUIT JEE 2024 Preparation 🤔 As I Could NOT SCORE Above 75 PERCENTAGE | Mohit Tyagi Sir,21:08,https://www.youtube.com/watch?v=I5NdIQ7RLHc,1083,31857,2023-05-12,294,1268
14- RLC Circuit With DC Source | JEE Advanced 2023 | Physics | New Topic | EMI | ABJ Sir,53:29:00,https://www.youtube.com/watch?v=qGyqpO8ql8k,2561,65356,2023-05-11,222,192540
🚀 Announcing PRAVEEN-1 (HINDI MEDIUM) OFFLINE | JEE 2024 Preparation | DROPPERS SPECIAL | ALK SIR,16:04,https://www.youtube.com/watch?v=92Pol5z76Hk&pp=0gcJCYsJAYcqIYzv,402,70784,2023-05-06,90,964
🔥 CATS LAST LAP- 2023! | BEST REVISION PLAN For JEE ADVANCED 2023 | ABJ Sir,26:01:00,https://www.youtube.com/watch?v=zj6JHzrR54M,798,70769,2023-05-05,166,93660
Dropper's Chapter Sequence for Chemistry | IIT JEE 2024 | Chapter Plan For Repeater | ALK SIR,12:15,https://www.youtube.com/watch?v=WKzGbRSSLaI,1473,71431,2023-05-04,87,735
Dropper's Chapter Sequence for Physics | JEE 2024 | IIT Advanced | Chapter Plan For Repeater|ABJ SIR,19:19,https://www.youtube.com/watch?v=fYDzBvI3qxQ,2271,93728,2023-05-02,206,1159
🚀 Announcing PRAVEEN 2 OFFLINE | PRAVEEN-VII Online| JEE 2024 Preparation | DROPPERS SPECIAL |MT Sir,28:03:00,https://www.youtube.com/watch?v=43F967ghTL8,856,347934,2023-05-01,91,100980
JEE Advanced 2023 Form Filling-MOST ASKED QUERIES! | 12th Appearance | Documents |ALL DOUBTS CLEARED,05:38,https://www.youtube.com/watch?v=MAeK6qfVrRM,524,22617,2023-04-30,349,338
How To Fill JEE ADVANCED FORM 2023 | JEE Advanced Form Filling 2023 | JEE Advanced Registration 2023,06:03,https://www.youtube.com/watch?v=nGabTnTUALI,1298,84994,2023-04-30,512,363
JEE Main Result OUT 2023! | JEE Advanced CUT OFF 2023 |,04:34,https://www.youtube.com/watch?v=YOUv9oWZTtQ,542,23588,2023-04-29,363,274
My Call with NTA on 26th April for JEE Main 2023 April Result | JEE Result,01:03,https://www.youtube.com/watch?v=G6ZI-BBmsP0,1593,93190,2023-04-26,387,63
Glimpses of KOTA Meetup | 23-04-23 |Team Competishun,01:01,https://www.youtube.com/watch?v=xVNKJTz48Pc,249,7482,2023-04-26,26,61
"🚀 MOST Effective, Personalized & Systematic Online BATCHES For IIT JEE 2024 🔥🔥 | ALK Sir",17:54,https://www.youtube.com/watch?v=RpvX-nsYoig,625,226230,2023-04-22,91,1074
Kota Meet Up with Team Competishun on Sunday 23-4-23 in City Mall|11am-8 pm| IIT-JEE Main & Advanced,01:15,https://www.youtube.com/watch?v=_a1uMLwYYD4,291,40523,2023-04-20,91,75
Drop Year can CHANGE Your LIFE! 🔥| Should I DROP For JEE 2024 Now? | How To Decide? 🤔 | ABJ Sir,31:15:00,https://www.youtube.com/watch?v=2RikegNZUzI,863,24425,2023-04-19,233,112500
Top 7 IISER's 🔥! BEST RESEARCH INSTITUTES in India | IISER Exam Information- 2023 | IAT 2023,26:03:00,https://www.youtube.com/watch?v=GCNazTPhouU,439,19135,2023-04-18,55,93780
📊 📝 MATHEMATICS PAPER ANALYSIS of JEE ADVANCED- Last 17 Years | JEE Mathematics Analysis | MT Sir,25:36:00,https://www.youtube.com/watch?v=iB9RgxbHMTs,2818,98171,2023-04-17,83,92160
🚀 Announcing PRATHAM Online & Offline Batches | For X to XI Moving Students | JEE 2025 | MT Sir,13:39,https://www.youtube.com/watch?v=4tgI1v0pPeU,392,181662,2023-04-15,39,819
MARKS vs PERCENTILE JEE Mains 2023 APRIL Attempt! 🔥🔥🔥 | ABJ Sir,07:02,https://www.youtube.com/watch?v=37jcEtkBMD4,1295,81970,2023-04-14,422,422
📊 📝 CHEMISTRY PAPER ANALYSIS of JEE ADVANCED- Last 17 Years | JEE Chemistry Analysis,39:55:00,https://www.youtube.com/watch?v=jQNA9U7j16Y,2615,90694,2023-04-13,155,143700
JEE Advanced 2023 CUTOFF PERCENTILE! 🔥🔥🔥 | Category Wise | ABJ Sir,04:32,https://www.youtube.com/watch?v=rZAcynzWb0c&pp=0gcJCYsJAYcqIYzv,718,33191,2023-04-12,193,272
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:09:31,https://www.youtube.com/watch?v=sNrbtqrt2Js,551,194705,2023-04-12,60,4171
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:09:31,https://www.youtube.com/watch?v=sNrbtqrt2Js,797,269560,2023-03-29,117,4171
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:09:31,https://www.youtube.com/watch?v=sNrbtqrt2Js,681,361317,2023-03-29,80,4171
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:09:31,https://www.youtube.com/watch?v=sNrbtqrt2Js,582,237540,2023-03-25,98,4171
📊 📝 Physics Paper Analysis of JEE Advanced- Last 17 Years | JEE Physics Analysis | ABJ Sir,28:53:00,https://www.youtube.com/watch?v=E8kMcA6lcfA,2470,79935,2023-04-11,240,103980
🚀 Announcing PRAVEEN 1 OFFLINE | JEE 2024 Preparation | DROPPERS SPECIAL | Mohit Tyagi Sir,09:51,https://www.youtube.com/watch?v=AHcvbJx_eEg,420,217293,2023-04-11,53,591
Solving IIT JEE Adv'22 Column Matching Que with options only 🔥🔥| Super short Trick | Probability,02:40,https://www.youtube.com/watch?v=E3A3TfANp7o,664,18229,2023-04-08,83,160
How to EXCEL in JEE MAIN 2023 2nd ATTEMPT! | ABJ Sir,17:44,https://www.youtube.com/watch?v=MMttqyXf0OM,400,8621,2023-04-03,68,1064
🔥 HOW to Study FREE from our YouTube Channel | JEE 2025 | Chemistry | Chapter Sequence | ALK Sir,12:52,https://www.youtube.com/watch?v=zzkYJweQoG0&pp=0gcJCYsJAYcqIYzv,874,29046,2023-04-01,94,772
🚀 Announcing PRATHAM-II Online Batch | X to XI Moving Students | JEE 2025 | Mohit Tyagi Sir,01:01:40,https://www.youtube.com/watch?v=nl3QMMttelo,937,379880,2023-03-31,93,3700
🔥 How To Prepare For JEE 2024! |🎯 11+12 In One Year | Complete Roadmap for JEE 2024 |Mohit Tyagi Sir,28:38:00,https://www.youtube.com/watch?v=A5oyKtI5EdE&pp=0gcJCYsJAYcqIYzv,676,319040,2023-03-30,59,103080
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:01:05,https://www.youtube.com/watch?v=ticiprbB4Yc,551,194705,2023-04-12,60,3665
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:01:05,https://www.youtube.com/watch?v=ticiprbB4Yc,797,269560,2023-03-29,117,3665
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:01:05,https://www.youtube.com/watch?v=ticiprbB4Yc,681,361317,2023-03-29,80,3665
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",01:01:05,https://www.youtube.com/watch?v=ticiprbB4Yc,582,237540,2023-03-25,98,3665
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",59:59:00,https://www.youtube.com/watch?v=9nB-RX6SRWc,551,194705,2023-04-12,60,215940
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",59:59:00,https://www.youtube.com/watch?v=9nB-RX6SRWc,797,269560,2023-03-29,117,215940
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",59:59:00,https://www.youtube.com/watch?v=9nB-RX6SRWc,681,361317,2023-03-29,80,215940
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",59:59:00,https://www.youtube.com/watch?v=9nB-RX6SRWc,582,237540,2023-03-25,98,215940
🚀 Announcing PRAKHAR STAR OFFLINE | XI to XII Moving Students | JEE 2024 | Mohit Tyagi Sir,36:09:00,https://www.youtube.com/watch?v=4TDwXoq70R4,410,251528,2023-03-26,39,130140
🚀 Announcing PRATHAM STAR OFFLINE | X to XI Moving Students | JEE 2025 | Mohit Tyagi Sir,34:20:00,https://www.youtube.com/watch?v=ZQThoIUK1LM,456,278137,2023-03-26,39,123600
Free Access of CATS COURSE  For JEE Advanced 2023 | Form Link in the Description,02:24,https://www.youtube.com/watch?v=GTKxrNS3J8w,502,552121,2023-03-25,84,144
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",57:48:00,https://www.youtube.com/watch?v=VkjhvUrN-ok,551,194705,2023-04-12,60,208080
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",57:48:00,https://www.youtube.com/watch?v=VkjhvUrN-ok,797,269560,2023-03-29,117,208080
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",57:48:00,https://www.youtube.com/watch?v=VkjhvUrN-ok,681,361317,2023-03-29,80,208080
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi Sir",57:48:00,https://www.youtube.com/watch?v=VkjhvUrN-ok,582,237540,2023-03-25,98,208080
🔥 HOW to Study FREE from our YouTube Channel | JEE 2025 | Physics | Chapter Sequence | ABJ Sir,09:49,https://www.youtube.com/watch?v=6FwniEkTc1w,1489,56157,2023-03-24,111,589
"INAUGURAL CEREMONY of Competishun NEW OFFLINE CENTRE at GOPALPURA, JAIPUR! | Team Competishun",01:25,https://www.youtube.com/watch?v=xAWk0Vo2IK4,446,9715,2023-03-24,77,85
Announcing BITSAT BOOSTER 2023 || The Most Systematic Design Course For BITSAT 2023 || Competishun,07:15,https://www.youtube.com/watch?v=chNhnRtxqo0&pp=0gcJCYsJAYcqIYzv,118,5710,2023-03-22,31,435
🔥 JEE 2025: Watch THIS If YOU are Preparing for IIT JEE! | A Complete Road map | Mohit Tyagi Sir,01:00:33,https://www.youtube.com/watch?v=Tw5IgPt5S8c,2610,290955,2023-03-21,181,3633
"Know all about MHTCET exam 2023, Eligibility, Syllabus, Exam Pattern, Form Date",08:51,https://www.youtube.com/watch?v=yewbOOUtsdA,157,6337,2023-03-21,35,531
🔥  2024- Your JOURNEY to BECOME IITan starts NOW! | JEE 2024 Preparation | DROPPERS SPECIAL,01:13:50,https://www.youtube.com/watch?v=Yhi3PUD05vQ,928,193122,2023-03-19,246,4430
How To Prepare For JEE 2024! | 11+12 In One Year | Complete Strategy | Mohit Tyagi Sir,34:31:00,https://www.youtube.com/watch?v=l1CNQFa80ho,1050,238305,2023-03-17,133,124260
🔥 Complete Roadmap For JEE 2024! | BEST Preparation Time Table For JEE 2024 | Mohit Tyagi Sir,59:56:00,https://www.youtube.com/watch?v=ZzA1gy6XrhA,2603,250637,2023-03-16,240,215760
Can I Get Under 1000 Rank in Drop year | Droppers Preparation Mantra #dropper #jeepreparation,00:48,https://www.youtube.com/watch?v=Z1ZMQQFy6Pk,639,24383,2023-03-15,56,48
"Indian Statistical Institute Eligibility, Exam Pattern, Syllabus, Placements, Admission | Rohit Soni",16:46,https://www.youtube.com/watch?v=16PRdBcoUWI,1701,63952,2023-03-15,140,1006
Best Strategy for JEE Droppers | Get Top 500 Rank in IIT in a Drop Year | IIT JEE 2024 | Mohit Tyagi,15:05,https://www.youtube.com/watch?v=3yJP7GBGixc,2496,65100,2023-03-13,227,905
NTA Important NOTICE: Form Correction | JEE Main 2023 BOTH Sessions | ABJ Sir,03:25,https://www.youtube.com/watch?v=qdOR-XyjQHo,284,9204,2023-03-13,164,205
When I  raided a room in IIT Bombay Campus,01:31,https://www.youtube.com/watch?v=wamKjCNVWAg,885,17208,2023-03-12,64,91
Should I take drop for JEE 2024 or Prep for JEE Main April Attempt | Mohit Tyagi,08:25,https://www.youtube.com/watch?v=YNzV3HY69BI,401,9177,2023-03-11,121,505
"Free Access of C³ , CHAMP & CATS Batches for IIT JEE Main + Advanced 2023",04:03,https://www.youtube.com/watch?v=oAWQtI7aqYA,766,89103,2023-03-09,212,243
Best Strategy for JEE Advanced I Test Analysis Strategy I Dil Ki Baat WIth Mohit Tyagi Sir #iitjee,02:19,https://www.youtube.com/watch?v=0SEfRZivtUg,298,6316,2023-03-02,21,139
Thanks to all students 🙏 | Title Change Issue Resolved 100% | Big thanks to our Team,02:19,https://www.youtube.com/watch?v=XH2eSgli8e8,770,10043,2023-03-01,93,139
Chapter sequence class 12 for JEE 2024 and NEET 2024,10:39,https://www.youtube.com/watch?v=C0YB6W-BIws,874,29812,2023-03-01,90,639
Title Change issue with our Channel | Full content is available | Keep Studying,01:30,https://www.youtube.com/watch?v=d4N0qWJxdJo,1068,17831,2023-03-01,194,90
Inpiration For IIT JEE Aspirants I DIl ki Baat with Legendary IITian I Abj Sir,02:00,https://www.youtube.com/watch?v=k_reIQYRQd8,160,4278,2023-02-27,40,120
Most Inspiring & Interesting JEE Aspirant Journey I Dil Ki Baat With Mohit Tyagi Sir #iitbombay,02:35,https://www.youtube.com/watch?v=Sxg5Z2S9qbQ,348,5933,2023-02-26,31,155
Quick Shot Tutorial for JEE Mains I Be Ready in a Flash with Legendary IITian #shorts #jeeprep,00:13,https://www.youtube.com/watch?v=BMvEJqS762w,107,3899,2023-02-24,17,13
How To Plan For JEE 2024 | BEST Study Plan for JEE 2024 | BEST Strategy for JEE 2024 |  ABJ SIR,14:18,https://www.youtube.com/watch?v=XaGgCRM1eXw,670,17678,2023-02-23,187,858
Huge Rank Jump I 30000 in JEE Mains to CRL 8250 Advanced 2022 I Dropper #jeeadvanced #jeemains #iit,01:06,https://www.youtube.com/watch?v=gzzhUAR1kZg,153,4654,2023-02-20,11,66
How I manage JEE Advanced after my JEE Mains First attempt I Competishun CATS 2022 #jeeadvanced #jee,01:03,https://www.youtube.com/watch?v=8eJMjIbV684&pp=0gcJCYsJAYcqIYzv,117,4866,2023-02-19,24,63
Tips to Improve Rank in JEE I Ashwani from IIT Bombay I Dil Ki Baat With Mohit Tyagi Sir #iitbombay,01:53,https://www.youtube.com/watch?v=8HWO1iCSaxY,423,10256,2023-02-18,25,113
JEE Mains Form Filling 2023 Address | JEE Mains 2023 Session 2 Registration | ABJ Sir,06:11,https://www.youtube.com/watch?v=h1OuqHQgBwI,1622,70354,2023-02-16,554,371
JEE Main April Attempt  Rank Booster Batch I पराक्रम Batch Details #jee2023 #jeemains #jeemain #jee,08:04,https://www.youtube.com/watch?v=_xtroGM_LxM,520,9692,2023-02-14,113,484
Parakram Teaser I Full Batch Detail I Free YouTube Batch for JEE Mains April Session #jeemains2023,00:43,https://www.youtube.com/watch?v=1DRw-zO32wg,683,20932,2023-02-13,161,43
🚀 Announcing the MOST Effective & Customised ONLINE Batches For IIT- JEE Main 2023 | ABJ SIR 🔥🔥,06:06,https://www.youtube.com/watch?v=g7jSyenOdQs&pp=0gcJCYsJAYcqIYzv,1384,249288,2023-02-13,107,366
Admission closed for CATS Offline batch for IIT JEE 2023 main & advanced rank boosting course,01:26,https://www.youtube.com/watch?v=5imu4mlWDFo,249,6763,2023-02-12,69,86
🚀 Announcing the MOST Effective EARLY ONLINE Batch For IIT JEE 2024 🔥🔥 | ABJ Sir,05:16,https://www.youtube.com/watch?v=5sY0_I42XLY,941,334471,2023-02-10,191,316
"Launching CATS Offline | Free Food, Hostel and Batch for 99 percentile Students | Limited Seats",16:47,https://www.youtube.com/watch?v=U3P_vP6shac,506,38921,2023-02-09,143,1007
How To BALANCE Between JEE MAIN & JEE ADVANCED 2023 | ABJ Sir,12:03,https://www.youtube.com/watch?v=kN_q3g4Fpmc,414,8060,2023-02-09,69,723
How To Prepare For JEE Mains 2023 APRIL ATTEMPT! | ABJ Sir,12:05,https://www.youtube.com/watch?v=GISw9qlP4s4,1032,19296,2023-02-08,223,725
🔥🔥 BEST Strategy For JEE Main April Attempt & JEE Advanced 2023 | Mohit Tyagi Sir,16:34,https://www.youtube.com/watch?v=79V5KvMwid4,951,126593,2023-02-07,152,994
"What Kept you Going if you are Scoring Low marks, Aryan-IIT B l Dil Ki Baat With Mohit Tyagi Sir#iit",01:47,https://www.youtube.com/watch?v=IMM51Oyf304,585,10733,2023-02-05,80,107
Students Rocked 🕺 NTA Shocked 😱 Solving JEE Main 2023 Que in 10 sec🔥🔥 by exploiting options ⚡⚡,00:36,https://www.youtube.com/watch?v=Gf5MnDcRs9g,1227,44106,2023-02-04,84,36
Solving Lengthy Matrix JEE MAIN 2023 que in 10 sec| Super Trick without using pen by Mohit Tyagi,03:56,https://www.youtube.com/watch?v=tFBd0DmUY5o,1469,33698,2023-02-04,90,236
🔥 Boost your Preparation for April Attempt | JEE Main & Advanced 2023 | New Batch Starts 6th Feb,12:39,https://www.youtube.com/watch?v=2_GwyO0dBec,719,115856,2023-02-03,191,759
🔥 JEE MAIN ANSKER KEY 2023 | ✅ How To Challenge JEE Main Answer Key 2023 | NTA Notice,02:12,https://www.youtube.com/watch?v=SS2xtnXmKvc,417,26515,2023-02-02,276,132
"All About BITSAT 2023 | BITSAT 2023 Preparation Tips | Exam Pattern , Eligibility Criteria , Cutoff",19:07,https://www.youtube.com/watch?v=5pr1nvJIOPI,1322,41147,2023-02-02,218,1147
JEE Main 2023 April Strategy | How to Prepare for JEE Main 2023 April Attempt! | Mohit Tyagi Sir,14:54,https://www.youtube.com/watch?v=kIHO3czHBLI,1345,35117,2023-01-31,313,894
JEE Main 2023 Chemistry Question Paper Solutions | 24th Jan Shift 2 | Memory Based Questions,27:12:00,https://www.youtube.com/watch?v=BGYlqVzFr0c,61,3627,2023-01-29,16,97920
JEE Main 2023 Chemistry Question Paper Solutions | 25th Jan Shift 1 | Memory Based Questions,21:44,https://www.youtube.com/watch?v=Ug4kGXvHLVg,115,5763,2023-01-28,23,1304
JEE Main 2023 Physics Question Paper Solutions | 25th Jan Shift 2 | Memory Based Questions,01:13:34,https://www.youtube.com/watch?v=XK08sITzXfk,37,2277,2023-01-28,16,4414
JEE Main 2023 Mathematics Question Paper Solutions | 25th Jan Shift 2 | Memory Based Questions,35:02:00,https://www.youtube.com/watch?v=5GICcoTw5Fk,85,4031,2023-01-27,32,126120
JEE Main 2023 Chemistry Question Paper Solutions 25th Jan Shift 2  Memory Based Questions I,22:42,https://www.youtube.com/watch?v=PFZoiBL1YHE,238,9235,2023-01-27,60,1362
I changed to JEE Prep after 1 year | Listen to this awesome story with MT Sir in IIT Bombay Campus,01:37,https://www.youtube.com/watch?v=sksgPUObwxI,303,8209,2023-01-26,82,97
JEE Main 2023 Mathematics Question Paper Solutions | 25th Jan Shift 1 | Memory Based Questions,01:04:32,https://www.youtube.com/watch?v=53gKfII3zQA,152,7079,2023-01-26,10,3872
JEE Main 2023 Physics Question Paper Solutions | 25th Jan Shift 1 | Memory Based Questions,56:02:00,https://www.youtube.com/watch?v=xu_QCxngY_c,93,4226,2023-01-25,20,201720
JEE Main 2023 Physics Question Paper Solutions | 24th Jan Shift 2 | Memory Based Questions,53:06:00,https://www.youtube.com/watch?v=FOwMWik7zP0,56,2416,2023-01-25,8,191160
JEE Main 2023 Chemistry Question Paper Solutions | 24th Jan Shift 1 | Memory Based Questions,24:56:00,https://www.youtube.com/watch?v=LlqZlI51Fpo&pp=0gcJCYsJAYcqIYzv,183,8236,2023-01-25,7,89760
IMPORTANT Observations of IIT JEE Main 2023 Paper (January Attempt) | Mohit Tyagi Sir,01:57,https://www.youtube.com/watch?v=bd5xz5oNFCg,565,12988,2023-01-25,92,117
JEE Main 2023 Mathematics Question Paper Solutions | 24th Jan Shift 2 | Memory Based Questions,29:54:00,https://www.youtube.com/watch?v=AxUKTvBdOSY,137,5588,2023-01-24,22,107640
JEE Main 2023 Mathematics Question Paper Solutions | 24th Jan Shift 1 | Memory Based Questions,38:20:00,https://www.youtube.com/watch?v=Snd2QlHM4kA,438,17456,2023-01-24,43,138000
JEE Main 2023 Physics Question Paper Solutions | 24th Jan Shift 1 | Memory Based Questions,43:19:00,https://www.youtube.com/watch?v=Tbtpn3unhxI,336,13266,2023-01-24,73,155940
